img,label
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_007770.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_007770.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_007800.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_007800.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_007830.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_007830.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_007860.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_007860.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_007890.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_007890.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_007920.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_007920.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_007950.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_007950.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_007980.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_007980.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008010.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008010.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008040.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008040.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008070.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008070.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008100.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008100.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008130.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008130.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008160.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008160.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008190.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008190.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008220.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008220.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008250.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008250.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008280.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008280.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008310.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008310.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008340.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008340.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008370.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008370.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008400.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008400.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008430.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008430.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008460.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008460.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008490.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008490.png
{PATH_TO_YOUR_DATASET_DIR}/train/0001TP_008520.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0001TP_008520.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f00930.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f00930.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f00960.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f00960.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f00990.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f00990.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01020.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01020.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01050.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01050.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01080.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01080.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01110.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01110.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01140.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01140.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01170.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01170.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01200.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01200.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01230.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01230.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01260.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01260.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01290.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01290.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01320.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01320.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01350.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01350.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01380.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01380.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01410.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01410.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01440.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01440.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01470.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01470.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01500.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01500.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01530.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01530.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01560.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01560.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01590.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01590.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01620.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01620.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01650.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01650.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01680.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01680.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01710.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01710.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01740.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01740.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01770.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01770.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01800.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01800.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01830.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01830.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01860.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01860.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01890.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01890.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01920.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01920.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01950.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01950.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f01980.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f01980.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02010.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02010.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02040.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02040.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02070.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02070.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02100.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02100.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02130.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02130.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02160.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02160.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02190.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02190.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02220.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02220.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02250.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02250.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02280.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02280.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02310.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02310.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02340.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02340.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02370.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02370.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02400.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02400.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02430.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02430.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02460.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02460.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02490.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02490.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02520.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02520.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02550.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02550.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02580.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02580.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02610.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02610.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02640.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02640.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02670.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02670.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02700.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02700.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02730.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02730.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02760.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02760.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02790.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02790.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02820.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02820.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02850.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02850.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02880.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02880.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02910.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02910.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02940.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02940.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f02970.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f02970.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03000.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03000.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03030.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03030.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03060.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03060.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03090.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03090.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03120.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03120.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03150.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03150.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03180.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03180.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03210.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03210.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03240.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03240.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03270.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03270.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03300.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03300.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03330.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03330.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03360.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03360.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03390.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03390.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03420.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03420.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03450.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03450.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03480.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03480.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03510.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03510.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03540.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03540.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03570.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03570.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03600.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03600.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03630.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03630.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03660.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03660.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03690.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03690.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03720.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03720.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03750.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03750.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03780.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03780.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03810.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03810.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03840.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03840.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03870.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03870.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03900.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03900.png
{PATH_TO_YOUR_DATASET_DIR}/train/0006R0_f03930.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0006R0_f03930.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00390.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00390.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00420.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00420.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00450.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00450.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00480.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00480.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00510.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00510.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00540.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00540.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00570.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00570.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00600.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00600.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00630.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00630.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00660.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00660.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00690.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00690.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00720.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00720.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00750.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00750.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00780.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00780.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00810.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00810.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00840.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00840.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00870.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00870.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00901.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00901.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00930.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00930.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00960.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00960.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_00990.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_00990.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01020.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01020.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01050.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01050.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01080.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01080.png
{PATH_TO_YOUR_DATASET_DIR}/train/0016E5_01110.png,{PATH_TO_YOUR_DATASET_DIR}/trainannot/0016E5_01110.png
